,0,label
264,more detail one covid 19track sharpest observ jordanzino gavinnewsom livestream httpstcol 2s3alob28 httpstcoozuw 8xckhd,real
1349,229 new case covid 19 lago 90 katsina 27 imo 26 kano 23 fct 14 plateau 12 ogun 9 delta 7 borno 5 river 5 oyo 4 gomb 3 osun 2 anambra 1 bayelsa 1 8068 case covid 19 nigeria discharg 2311 death 233 httpstco 7gtwyooegz,real
2231,current covid 19 hospit one use data point measur pandem  effect thi figur rise last month includ florida  hospit data httpstcotrrpktmquj,real
8436,and final remind updat throughout day we daili commit sake see longer term trend data you check current total httpstcoierv 2wubuw,real
3093,dr uma kumar aiim gave interview coronaviru,fake
6236,in new interview fox presid trump suggest india could earli access covid 19 vaccin develop us sinc pm modi accept request hcq,fake
10370,presid trump misconstru data coronaviru death as sept 3 cdc data show 185092 american die due covid 19 estim put death toll higher httpstcoypn 6wf35pb,fake
723,the state florida announc measur workplac 10 employe paid mandatori leav avoid spread covid 19 coronaviru start march 6 2020 all school close 2 week also march 6th ,fake
7221,bill gate support covid 19 vaccin research visit new zealand may,fake
5633,scale test great news but get posit sourc total number valu data declin precipit we may paus reconfigur project put mislead number,real
7133,do use face shield without face mask a face shield alon cannot prevent spread infecti diseas like covid 19 pagewithcurlread advisori correct use face shield face mask via httpstcolptfvi 9dzm takerespons httpstco 780m0n1hi5,real
5277,india record 20000 new posit covid 19 case 379 death icmr direct institut conduct clinic trial covaxin india  first potenti coronaviru vaccin fast track approv aim launch 15 august coronavirusfact covid 19 httpstco 2h8ezt4gwr,fake
5149,296 new case covid 19nigeria plateau 183 lago 33 fct 25 ogun 16 oyo 7 ekiti 6 kwara 5 ondo 5 anambra 3 imo 3 nasarawa 3 river 2 gomb 2 edo 2 akwa ibom 1 55456 confirm 43334 discharg 1067 death httpstcouogq 5aaurl,real
1668,here comparison new york rest state territori 43 known live lost due covid 19 come new york httpstcocf 4ttxbd4i,real
6956,if hair dryer hot air applic easili overcom covid 19,fake
5201,indiafightscorona india record 82961 covid 19 recoveri past 24 hr recoveri rate 7864 today more 40 lakh 4025079 total recoveri exceed activ case 30 lakh 3015103 httpstcodrykupzd 0m httpstcobxhokvpn 9p,real
2934,franc need test popul howev pari sent test algeria,fake
3318,dettol lysol kill coronaviru,fake
1189,the access covid 19 tool act acceler groundbreak global collabor acceler develop product equit access covid 19 diagnost therapeut vaccin backhandindexpointingright httpstcoza 3rso8wtu httpstcohx 3je8i4wm,real
7170,covid 19 death brazilian state amazona fell visit new minist health,fake
6023,bolivia approv use chlorin dioxid amid fight covid 19,fake
9755,joe biden  claim differ pandem respons trump would prevent everi coronaviru death goe far expert said we rate fals httpstcommeeja 9ojb,fake
2027,icmr set covid 19 test lab leh 18000 ft sea level 1366 lab across india icmrfightscovid 19 visit httpstco 6prkbpcxfq detail httpstcot 46mnkxe9c,real
5531,well that first bad number lead tweet today apolog be right back correct death figur  242 158,real
4601,the netflix korean drama my secret terriu predict coronaviru outbreak 2018,fake
3103,indiafightscorona india wit unpreced surg test over 1170000 test done last 24 hour pmoindia drharshvardhan ashwinikchoubey pibindia ddnewsliv airnewsalert covidnewsbymib covidindiaseva icmrdelhi,real
6189,while infect covid 19 concern everyon older adult peopl health condit greater risk learn risk protect famili cdcmmwr httpstcokl 6wrvoyw2 httpstco 0d5kvrnvbe,real
7661,close shop night were show 19066 test 2182 posit here four state largest known outbreak wa ny ca ma httpstcolrcchhr 3v,real
8042,coronavirusupd roundpushpintot covid 19 case india august 31 2020 playbutton 7663 cureddischargedmigr 2774801 playbutton 2159 activ case 781975 playbutton 178 death 64469 total covid 19 confirm case  cureddischargedmigr  activ case  death via mohfwindia httpstcow 4477louqz,real
5334,there 56 peopl link commun cluster remain auckland quarantin facil includ 26 peopl test posit covid 19 household contact,real
6039,rt nytim black latino peopl us 3 time like contract coronaviru white neighbor  nearli ,real
8577,an imag man carri old mother back show migrant travel home india amidst lockdown,fake
8048,get updat covid 19 listen state local author cdc stay inform avoid much news pandem takebreak news social media httpstcoxf 3wah2g31 httpstcotwuuxl 0yzn,real
7886,we  20000 peopl manag isol facil evid spread commun,real
427,piabizlaw kia ora recov case peopl viru least 10 day sinc onset exhibit symptom 48 hour clear health profession respons monitor,real
9779,indiafightscorona activ case 22 total covid case recoveri 26 lakh exce activ case 18 lakh staysaf indiawillwin httpstcofvn 2hcqx9g,real
915,covid 19 may link onset pediatr type 1 diabet imperi colleg london studi suggest httpstcoto 7qgliapg httpstcovmwjq 4jylx,real
3282,icmr establish 3 new covid 19 test facil launch hon pm narendramodi these lab testtubeincreas test capac oneo  clock reduc turnaroundtim labcoat reduc exposur lab personnel drharshvardhan myyogiadityanath mamataoffici httpstcovjobnbpyaw,real
1504,return california situat state averag 2050 complet test last 7 day thi troubl largest state far america httpstcohkiwb 0nqzv,real
6279,to stop spread covid 19 cdc continu work tribal nation ensur resourc avail maintain physic amp mental health easi access inform afford test medic mental health care httpstco 0clnmzaynm httpstcoqhfiqawlwj,real
4595,779 new case covid 19nigeria lago 285 river 68 fct 60 edo 60 enugu 56 delta 47 ebonyi 42 oyo 41 kaduna 19 ogun 18 ondo 16 imo 12 sokoto 11 borno 9 nasarawa 8 abia 5 gomb 5 kebbi 5 kano 4 yobe 3 ekiti 3 osun 2 24077 confirm 8625 discharg 558 death httpstcojsotnefsdx,real
3626,yesterday  problem covid 19 hospit data continu today ca tx both state still warn hospit data incomplet due changeov hh system we  carri hosp data wednesday warn went,real
3609,the latest updat ministri health manat hauora    today one new confirm case covid 19 report new zealand    the case link st margaret cluster auckland household contact earlier case  httpstcoxm 9ziuihq5,real
3538,the number current hospit covid patient texa surpass california today httpstcoo 4kqm7zd7v,real
6206,herd immun probabl california far fewer covid 19 death new york,fake
1061,icmr studi plot covid 19 peak around midnovemb,fake
1075,thi week cdc receiv 20 model forecast possibl covid 19 death us as june 1 combin forecast suggest increas total number death continu slow 118000 143000 death june 27 see httpstcoft 6cgmampx httpstcoxfb 5icjn3,real
1884,the audio explain peopl symptom covid 19 advic citizen rush test covid 19 even symptom india lesser test kit,fake
7409,indiafightscorona india record high singl day recoveri success last 3 day more 90000 covid 19 patient cure discharg homefacil isol hospit everi singl day httpstcosxszcxq 62l,real
5599,covid 19 updat   there 13 new confirm case covid 19 report commun today   12 13 new case link previou case commun cluster one remain investig believ link cluster,real
10251,percapita test rate vari extrem wide among us state for context metric germani 1100 test per 100k peopl south korea 840 test per 100k peopl uk 247 test per 100k peopl draw number npr stori httpstcovmdk 9k4eez httpstcocoik 6bivu3,real
3237,pakistani dr usman riaz speak coronaviru death,fake
10580,data httpwindycom show massiv releas sulfur dioxid ga outskirt wuhan commonli associ burn organ matter level elev even compar rest china,fake
267,young peopl greater chanc kill hpv vaccin covid 19 ,fake
6567,loudspeakercoronavirusupd checkmarkbuttonindia covid 19 recoveri rate improv 7732 septemb 06 2020 roundpushpinsteadi improv india covid 19 recoveri rate sinc lockdown initi march 25 2020 indiafightscorona icmrdelhi via mohfwindia httpstco 6xn51wp5u7,real
6935,a bleachbas clean agent believ amazon seller onlin shopper social media user miracl cure sever diseas includ covid 19,fake
3410,544 new case covid 19nigeria lago 199 ebonyi 65 oyo 47 ondo 46 ogun 31 edo 30 fct 28 katsina 25 plateau 15 bayelsa 11 kaduna 10 adamawa 10 akwa ibom 8 gomb 7 kano 4 taraba 3 river 2 abia 2 ekiti 1 28711 confirm 11665 discharg 645 death httpstco 4ua3r0o28u,real
9226,a photo queue buse india share thousand time facebook twitter alongsid claim organis lead opposit politician transport migrant worker left strand nationwid coronaviru lockdown,fake
7576,flu covid 19 result complic howev covid 19 associ addit complic like blood clot multisystem inflammatori syndrom children more differ flu covid 19 httpstcobx 2qpboypu httpstco 9zn45sqnxq,real
2600,thi uk studi randomli assign 4600 patient covid 19 hydroxychloroquin treatment standard care among hydroxi treatment group 257 die compar 235 standard care group that statist differ httpstco 2i0fgzrjvz,fake
4413,here daili updat 311 track 7617 cumul peopl test us talli individu state report that 4889 yesterday note we cannot captur neg test state report httpstcob 0es79hew,real
2672,rt surgeongener are use handsanit make sure  contain methanol toxic absorb ,real
7192,nobodi found dead corona home they die hospit,fake
340,a govern minist claim papad help produc antibodi fight covid 19 infect,fake
1608,donald trump said brazil countri suprem court hamper nation govern abil deal covid 19 also critic brazilian state governor,fake
3350,the govern  lockdown sex rule explain httpstco 3ownn5gder,fake
9751,aiim releas list respiratori symptom covid 19 similar diseas,fake
4159,rt cdctravel travel increas chanc get spread covid 19 if intern travel plan learn covi ,real
8883,sever dozen volunt spent last 5 day evalu new cdcgov data thi white paper produc httpstco 7pfr06hjhd httpstcoviuhfa 0wbr,real
2407,cocain cure covid 19,fake
4840,pelosi wuhan china 6 day impeach hoax fail ,fake
6112,the cdc reclassifi underli condit accord risk pose sever covid 19 httpstco 3fczkg8m6b,real
5269,aadajoli angierasmussen wuhan institut virolog militari fund gain function research bat coronaviru we know nih fund at end day let  cut bullshit finger point everi countri leader sign global ban gof research buri,fake
8027,it role coronaviru sever made vitamind week top clinic trend httpstcooj 2gkkhemw httpstcocvqdy 7lsb,real
10049,one person remain auckland citi hospit stabl condit ward our total number confirm case covid 19 remain 1178 number report world health organ,real
10329,realdonaldtrump say us top global covid 19 fight it  httpstcoji 6ojdjhwi coronaviru covid 19 httpstcogf 8j2nljzb,fake
5567,indiafightscorona coronavirusupd with 8 lakh averag test everi day india scale covid 19 test test per million tpm 27000 httpstcocbwlvnli 8t httpstcog 09rluc4y,real
5208,a video news report claim whatsapp go suspend brazil on caption state suspens go take place misinform regard covid 19,fake
9959,say gov toni ever push firearm confisc order ,fake
6706,corticosteroid list who model list essenti medicin they readili avail global low cost more httpstcoewhzrrykvo,real
4652,break coronaviru reveal base decis infect level alert,fake
4102,the recommend durat quarantin covid 19 case 14 day time exposur kindli refer follow document detail httpstconzpxlnpdof amp httpstcozbroovi 5ni covid 19 covid covid 19 covid 19 covid 19india corona coronaviru httpstcoeu 2yjqgwru,real
